代碼,日期,淨值,幣別,名稱,投信代碼,投信,分類
T32X1B,2026-07-14,13.7041,TWD,野村全球科技多重資產基金-月配類型新臺幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1C,2026-07-14,15.7181,TWD,野村全球科技多重資產基金-累積N類型新臺幣(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32X1D,2026-07-14,13.7035,TWD,野村全球科技多重資產基金-月配N類型新臺幣(本基金有相當比重投資於非投資等級之高,A0032,野村投信,主動ETF-債
T32X1S,2026-07-14,12.5426,TWD,野村全球科技多重資產基金-S類型新臺幣(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1E,2026-07-14,15.9546,USD,野村全球科技多重資產基金-累積類型美元(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1F,2026-07-14,13.9468,USD,野村全球科技多重資產基金-月配類型美元(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1G,2026-07-14,15.9524,USD,野村全球科技多重資產基金-累積N類型美元(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1H,2026-07-14,13.9334,USD,野村全球科技多重資產基金-月配N類型美元(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1J,2026-07-14,12.9655,CNY,野村全球科技多重資產基金-月配類型人民幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1K,2026-07-14,12.9664,CNY,野村全球科技多重資產基金-月配N類型人民幣(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32X1L,2026-07-14,13.4813,JPY,野村全球科技多重資產基金-月配類型日幣(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32X1M,2026-07-14,13.4803,JPY,野村全球科技多重資產基金-月配N類型日幣(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32X1N,2026-07-14,15.423,USD,野村全球科技多重資產基金-S類型美元(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32X1P,2026-07-14,13.4057,JPY,野村全球科技多重資產基金-累積類型日幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32X1Q,2026-07-14,13.4143,JPY,野村全球科技多重資產基金-累積N類型日幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
00960,2026-07-14,18.12,TWD,野村全球航運龍頭息收ETF基金(本基金之配息來源可能為收益平準金且並無保證收益及,A0032,野村投信,被動ETF/共同基金
T32Y6A,2026-07-14,11.9019,TWD,野村全天候組合基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,主動ETF-股
T32Y6B,2026-07-14,10.6222,TWD,野村全天候組合基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Y6C,2026-07-14,11.8905,TWD,野村全天候組合基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Y6D,2026-07-14,10.6211,TWD,野村全天候組合基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級之高風,A0032,野村投信,主動ETF-債
T32Y6S,2026-07-14,10.9512,TWD,野村全天候組合基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32Y6E,2026-07-14,12.1623,USD,野村全天候組合基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32Y6F,2026-07-14,10.8903,USD,野村全天候組合基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高風險債,A0032,野村投信,被動ETF/共同基金
T32Y6G,2026-07-14,12.137,USD,野村全天候組合基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Y6H,2026-07-14,10.8835,USD,野村全天候組合基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Y6J,2026-07-14,10.5416,ZAR,野村全天候組合基金-月配類型南非幣計價(本基金有相當比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
00971,2026-07-14,17.23,TWD,野村美日ETF傘型基金之美國創新研發龍頭ETF基金,A0032,野村投信,被動ETF/共同基金
00972,2026-07-14,20.21,TWD,野村美日ETF傘型基金之日本價值動能高息ETF基金(本基金之配息來源可能為收益平,A0032,野村投信,被動ETF/共同基金
T32Z9A,2026-07-14,10.0652,TWD,野村全天候環球債券基金-累積類型新臺幣計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,主動ETF-股
T32Z9B,2026-07-14,9.3327,TWD,野村全天候環球債券基金-月配類型新臺幣計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32Z9C,2026-07-14,10.07,TWD,野村全天候環球債券基金-累積N類型新臺幣計價(本基金有一定比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T32Z9D,2026-07-14,9.3364,TWD,野村全天候環球債券基金-月配N類型新臺幣計價(本基金有一定比重投資於非投資等級之,A0032,野村投信,主動ETF-債
T32Z9L,2026-07-14,10,TWD,野村全天候環球債券基金-S類型新臺幣計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9E,2026-07-14,10.4373,USD,野村全天候環球債券基金-累積類型美元計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9F,2026-07-14,9.6668,USD,野村全天候環球債券基金-月配類型美元計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9G,2026-07-14,10.4315,USD,野村全天候環球債券基金-累積N類型美元計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32Z9H,2026-07-14,9.6653,USD,野村全天候環球債券基金-月配N類型美元計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T32Z9M,2026-07-14,10,USD,野村全天候環球債券基金-S類型美元計價(本基金有一定比重投資於非投資等級之高風險,A0032,野村投信,被動ETF/共同基金
T32Z9J,2026-07-14,9.4697,JPY,野村全天候環球債券基金-月配類型日幣計價(本基金有一定比重投資於非投資等級之高風,A0032,野村投信,被動ETF/共同基金
T32Z9K,2026-07-14,9.4628,JPY,野村全天候環球債券基金-月配N類型日幣計價(本基金有一定比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
00980A,2026-07-14,22.76,TWD,野村臺灣智慧優選主動式ETF基金(本基金之配息來源可能為收益平準金),A0032,野村投信,主動ETF-股
00985A,2026-07-14,21.21,TWD,野村臺灣增強50主動式ETF基金,A0032,野村投信,主動ETF-股
009812,2026-07-14,12.57,TWD,野村日本東證ETF基金,A0032,野村投信,被動ETF/共同基金
00987B,2026-07-14,15.9629,TWD,野村澳洲10年期以上主權及類主權債券ETF基金(本基金之配息來源可能為收益平準金,A0032,野村投信,被動ETF/共同基金
T32AWA,2026-07-14,11.3,TWD,野村成長傘型基金之美國增長股票ETF組合基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T32AWB,2026-07-14,11.05,TWD,野村成長傘型基金之美國增長股票ETF組合基金-月配息型新臺幣計價(本基金配息來源,A0032,野村投信,被動ETF/共同基金
T32AWC,2026-07-14,11.05,TWD,野村成長傘型基金之美國增長股票ETF組合基金-月配N類型新臺幣計價(本基金配息來,A0032,野村投信,被動ETF/共同基金
T32AWD,2026-07-14,11.11,USD,野村成長傘型基金之美國增長股票ETF組合基金-累積類型美元計價,A0032,野村投信,主動ETF-債
T32AWE,2026-07-14,10.86,USD,野村成長傘型基金之美國增長股票ETF組合基金-月配息型美元計價(本基金配息來源可,A0032,野村投信,被動ETF/共同基金
T32AWF,2026-07-14,10.86,USD,野村成長傘型基金之美國增長股票ETF組合基金-月配N類型美元計價(本基金配息來源,A0032,野村投信,被動ETF/共同基金
T32AUA,2026-07-14,16.08,TWD,野村成長傘型基金之臺灣創新科技50ETF連結基金-累積類型,A0032,野村投信,主動ETF-股
T32AUB,2026-07-14,15.55,TWD,野村成長傘型基金之臺灣創新科技50ETF連結基金-半年配息型,A0032,野村投信,被動ETF/共同基金
00999A,2026-07-14,10.39,TWD,野村臺灣策略高息主動式ETF基金(本基金之配息來源可能為收益平準金且並無保證收益,A0032,野村投信,主動ETF-股
009821,2026-07-14,13.41,TWD,野村全球稀土與關鍵資源ETF基金,A0032,野村投信,被動ETF/共同基金
T3219Y,2026-07-14,255.43,TWD,野村鴻運基金,A0032,野村投信,被動ETF/共同基金
T3221Y,2026-07-14,146,TWD,野村鴻利基金,A0032,野村投信,被動ETF/共同基金
T3218Y,2026-07-14,426.05,TWD,野村台灣運籌基金,A0032,野村投信,被動ETF/共同基金
T3220Y,2026-07-14,42.42,TWD,野村環球基金-累積類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3220E,2026-07-14,34.04,CNY,野村環球基金-人民幣計價,A0032,野村投信,被動ETF/共同基金
T3220C,2026-07-14,29.1,USD,野村環球基金-美元計價,A0032,野村投信,被動ETF/共同基金
T3220S,2026-07-14,26.27,TWD,野村環球基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3223Y,2026-07-14,137.91,TWD,野村積極成長基金,A0032,野村投信,被動ETF/共同基金
T3208Y,2026-07-14,62.42,TWD,野村全球品牌基金-累積類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3208B,2026-07-14,14.66,USD,野村全球品牌基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3208C,2026-07-14,16.6,TWD,野村全球品牌基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3208D,2026-07-14,14.71,USD,野村全球品牌基金-累積N類型美元計價,A0032,野村投信,主動ETF-債
T3203Y,2026-07-14,382.27,TWD,野村成長基金,A0032,野村投信,被動ETF/共同基金
T3228Y,2026-07-14,110.13,TWD,野村高科技基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3228A,2026-07-14,11.89,TWD,野村高科技基金-累積N類型,A0032,野村投信,主動ETF-股
T3204Y,2026-07-14,127.37,TWD,野村平衡基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3204A,2026-07-14,17.12,TWD,野村平衡基金-TISA類型,A0032,野村投信,主動ETF-股
T3205Y,2026-07-14,200.54,TWD,野村ｅ科技基金,A0032,野村投信,被動ETF/共同基金
T3207Y,2026-07-14,536.5,TWD,野村中小基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3207S,2026-07-14,63.3,TWD,野村中小基金-S類型,A0032,野村投信,被動ETF/共同基金
T3201Y,2026-07-14,411.66,TWD,野村優質基金-累積類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3201S,2026-07-14,117.58,TWD,野村優質基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3201A,2026-07-14,19.97,TWD,野村優質基金-TISA類型新臺幣計價,A0032,野村投信,主動ETF-股
T3201B,2026-07-14,13.36,TWD,野村優質基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3227Y,2026-07-14,43.15,TWD,野村泰國基金,A0032,野村投信,被動ETF/共同基金
T3214A,2026-07-14,18.04,TWD,野村全球不動產證券化基金累積型新臺幣計價,A0032,野村投信,主動ETF-股
T3214B,2026-07-14,9.76,TWD,野村全球不動產證券化基金月配型新臺幣計價(本基金之配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3214E,2026-07-14,14.12,CNY,野村全球不動產證券化基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T3214F,2026-07-14,9.22,CNY,野村全球不動產證券化基金-月配類型人民幣計價(本基金之配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3214S,2026-07-14,10.17,TWD,野村全球不動產證券化基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3248Y,2026-07-14,24.59,TWD,野村中國機會基金-新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3248A,2026-07-14,9.14,USD,野村中國機會基金-美元計價,A0032,野村投信,主動ETF-股
T3248B,2026-07-14,9.64,CNY,野村中國機會基金-人民幣計價,A0032,野村投信,被動ETF/共同基金
T3251Y,2026-07-14,7.96,TWD,野村巴西基金,A0032,野村投信,被動ETF/共同基金
T3254Y,2026-07-14,22.44,TWD,野村雙印傘型基金之印度潛力基金,A0032,野村投信,被動ETF/共同基金
T3256A,2026-07-14,12.0973,TWD,野村亞太複合非投資等級債券基金-累積型新臺幣計價,A0032,野村投信,主動ETF-股
T3256B,2026-07-14,4.2811,TWD,野村亞太複合非投資等級債券基金-月配型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256E,2026-07-14,12.1068,CNY,野村亞太複合非投資等級債券基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T3256F,2026-07-14,4.6089,CNY,野村亞太複合非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256C,2026-07-14,9.3244,USD,野村亞太複合非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3256D,2026-07-14,4.1622,USD,野村亞太複合非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T3256S,2026-07-14,10.047,TWD,野村亞太複合非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3256G,2026-07-14,8.8167,TWD,野村亞太複合非投資等級債券基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3256H,2026-07-14,4.9994,TWD,野村亞太複合非投資等級債券基金-月配N類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256J,2026-07-14,4.6566,USD,野村亞太複合非投資等級債券基金-月配N類型美元計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256K,2026-07-14,5.0813,CNY,野村亞太複合非投資等級債券基金-月配N類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3259A,2026-07-14,11.9656,TWD,野村環球非投資等級債券基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T3259B,2026-07-14,6.0283,TWD,野村環球非投資等級債券基金-月配類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3259C,2026-07-14,12.8668,USD,野村環球非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3259D,2026-07-14,6.4154,USD,野村環球非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T3259E,2026-07-14,13.9229,CNY,野村環球非投資等級債券基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T3259F,2026-07-14,6.2698,CNY,野村環球非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3259S,2026-07-14,12.368,TWD,野村環球非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3276A,2026-07-14,17.3634,TWD,野村動態配置多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T3276B,2026-07-14,13.0368,TWD,野村動態配置多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276C,2026-07-14,17.2265,USD,野村動態配置多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3276D,2026-07-14,12.4334,USD,野村動態配置多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,主動ETF-債
T3276E,2026-07-14,17.2891,CNY,野村動態配置多重資產基金-累積類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276F,2026-07-14,11.8832,CNY,野村動態配置多重資產基金-月配類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276G,2026-07-14,15.9919,AUD,野村動態配置多重資產基金-累積類型澳幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3276H,2026-07-14,11.6421,AUD,野村動態配置多重資產基金-月配類型澳幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3276K,2026-07-14,27.2699,ZAR,野村動態配置多重資產基金-累積類型南非幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276J,2026-07-14,13.554,ZAR,野村動態配置多重資產基金-月配類型南非幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276S,2026-07-14,17.3611,TWD,野村動態配置多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3287A,2026-07-14,13.2262,TWD,野村美利堅非投資等級債券基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T3287B,2026-07-14,6.5778,TWD,野村美利堅非投資等級債券基金-月配類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3287D,2026-07-14,6.6689,USD,野村美利堅非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T3287F,2026-07-14,6.8222,CNY,野村美利堅非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3287S,2026-07-14,12.4092,TWD,野村美利堅非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3287C,2026-07-14,11.1699,USD,野村美利堅非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3287G,2026-07-14,11.4408,TWD,野村美利堅非投資等級債券基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3287H,2026-07-14,8.7497,TWD,野村美利堅非投資等級債券基金-月配N類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3293Y,2026-07-14,26.64,TWD,野村日本領先基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3293S,2026-07-14,15.6,TWD,野村日本領先基金-S類型,A0032,野村投信,被動ETF/共同基金
T3294Y,2026-07-14,11.5735,TWD,野村全球短期收益基金-新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3294C,2026-07-14,12.2396,USD,野村全球短期收益基金-美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3294E,2026-07-14,11.7591,CNY,野村全球短期收益基金-人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3294B,2026-07-14,9.5551,TWD,野村全球短期收益基金-月配類型新臺幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T3294D,2026-07-14,9.8061,USD,野村全球短期收益基金-月配類型美元計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,主動ETF-債
T3295A,2026-07-14,15.5986,TWD,野村多元收益多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T3295B,2026-07-14,6.946,TWD,野村多元收益多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295C,2026-07-14,16.238,USD,野村多元收益多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3295D,2026-07-14,7.269,USD,野村多元收益多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,主動ETF-債
T3295E,2026-07-14,15.9723,CNY,野村多元收益多重資產基金-累積類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295F,2026-07-14,7.0007,CNY,野村多元收益多重資產基金-月配類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295S,2026-07-14,13.2108,TWD,野村多元收益多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3295G,2026-07-14,18.1856,TWD,野村多元收益多重資產基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295H,2026-07-14,10.9338,TWD,野村多元收益多重資產基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295J,2026-07-14,10.5689,USD,野村多元收益多重資產基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295K,2026-07-14,9.9811,CNY,野村多元收益多重資產基金-月配N類型人民幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295L,2026-07-14,12.1941,USD,野村多元收益多重資產基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295M,2026-07-14,11.6089,TWD,野村多元收益多重資產基金-TISA類型新臺幣計價(本基金有相當比重投資於非投資等,A0032,野村投信,被動ETF/共同基金
T3217A,2026-07-14,24.93,TWD,野村亞太高股息基金累積型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T3217B,2026-07-14,16.06,TWD,野村亞太高股息基金季配型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配,A0032,野村投信,被動ETF/共同基金
T3217E,2026-07-14,10.79,CNY,野村亞太高股息基金-累積型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3217F,2026-07-14,10.76,CNY,野村亞太高股息基金-季配型人民幣計價(本基金之配息來源可能為本金且並無保證收益及,A0032,野村投信,被動ETF/共同基金
T3217S,2026-07-14,11.88,TWD,野村亞太高股息基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3237Y,2026-07-14,26.26,TWD,野村全球生技醫療基金,A0032,野村投信,被動ETF/共同基金
T32G8A,2026-07-14,10.9546,TWD,野村全球金融收益基金-累積類型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T32G8B,2026-07-14,7.2326,TWD,野村全球金融收益基金-月配類型新臺幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8S,2026-07-14,10.5423,TWD,野村全球金融收益基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8C,2026-07-14,11.554,USD,野村全球金融收益基金-累積類型美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8D,2026-07-14,7.6199,USD,野村全球金融收益基金-月配類型美元計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,主動ETF-債
T32G8E,2026-07-14,11.201,CNY,野村全球金融收益基金-累積類型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8F,2026-07-14,7.4807,CNY,野村全球金融收益基金-月配類型人民幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8G,2026-07-14,10.4882,TWD,野村全球金融收益基金-累積N類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8H,2026-07-14,7.0994,TWD,野村全球金融收益基金-月配N類型新臺幣計價(本基金之配息來源可能為本金且並無保證,A0032,野村投信,被動ETF/共同基金
T32G8J,2026-07-14,7.4742,USD,野村全球金融收益基金-月配N類型美元計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8K,2026-07-14,7.3194,CNY,野村全球金融收益基金-月配N類型人民幣計價(本基金之配息來源可能為本金且並無保證,A0032,野村投信,被動ETF/共同基金
T32G8L,2026-07-14,10.0651,USD,野村全球金融收益基金-累積N類型美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8M,2026-07-14,9.7025,JPY,野村全球金融收益基金-月配類型日幣計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,被動ETF/共同基金
T32G8N,2026-07-14,9.7042,JPY,野村全球金融收益基金-月配N類型日幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32Q7A,2026-07-14,11.0945,TWD,野村特別時機非投資等級債券基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T32Q7B,2026-07-14,7.4267,TWD,野村特別時機非投資等級債券基金-月配類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7C,2026-07-14,11.088,TWD,野村特別時機非投資等級債券基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T32Q7D,2026-07-14,7.425,TWD,野村特別時機非投資等級債券基金-月配N類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T32Q7E,2026-07-14,10.8537,USD,野村特別時機非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T32Q7F,2026-07-14,7.2416,USD,野村特別時機非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7G,2026-07-14,10.8544,USD,野村特別時機非投資等級債券基金-累積N類型美元計價,A0032,野村投信,被動ETF/共同基金
T32Q7H,2026-07-14,7.242,USD,野村特別時機非投資等級債券基金-月配N類型美元計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7J,2026-07-14,10.3107,CNY,野村特別時機非投資等級債券基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T32Q7K,2026-07-14,7.1045,CNY,野村特別時機非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7L,2026-07-14,7.1055,CNY,野村特別時機非投資等級債券基金-月配N類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7M,2026-07-14,7.2259,AUD,野村特別時機非投資等級債券基金-月配類型澳幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7N,2026-07-14,7.2043,AUD,野村特別時機非投資等級債券基金-月配N類型澳幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7S,2026-07-14,12.1034,TWD,野村特別時機非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T32S3A,2026-07-14,9.99,TWD,野村全球正向效應成長基金-累積類型新臺幣(本基金非屬環境、社會及治理相關主題基金,A0032,野村投信,主動ETF-股
T32S3B,2026-07-14,8.92,TWD,野村全球正向效應成長基金-季配類型新臺幣(本基金配息來源可能為本金且非屬環境、社,A0032,野村投信,被動ETF/共同基金
T32S3C,2026-07-14,9.99,TWD,野村全球正向效應成長基金-累積N類型新臺幣(本基金非屬環境、社會及治理相關主題基,A0032,野村投信,被動ETF/共同基金
T32S3D,2026-07-14,8.92,TWD,野村全球正向效應成長基金-季配N類型新臺幣(本基金配息來源可能為本金且非屬環境、,A0032,野村投信,主動ETF-債
T32S3E,2026-07-14,8.6,USD,野村全球正向效應成長基金-累積類型美元(本基金非屬環境、社會及治理相關主題基金),A0032,野村投信,被動ETF/共同基金
T32S3F,2026-07-14,7.57,USD,野村全球正向效應成長基金-季配類型美元(本基金配息來源可能為本金且非屬環境、社會,A0032,野村投信,被動ETF/共同基金
T32S3G,2026-07-14,8.6,USD,野村全球正向效應成長基金-累積N類型美元(本基金非屬環境、社會及治理相關主題基金,A0032,野村投信,被動ETF/共同基金
T32S3H,2026-07-14,7.57,USD,野村全球正向效應成長基金-季配N類型美元(本基金配息來源可能為本金且非屬環境、社,A0032,野村投信,被動ETF/共同基金
