代碼,日期,淨值,幣別,名稱,投信代碼,投信,分類
T3256H,2026-07-16,5.0162,TWD,野村亞太複合非投資等級債券基金-月配N類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256J,2026-07-16,4.6681,USD,野村亞太複合非投資等級債券基金-月配N類型美元計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256K,2026-07-16,5.1005,CNY,野村亞太複合非投資等級債券基金-月配N類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3259A,2026-07-16,12.0062,TWD,野村環球非投資等級債券基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T3259B,2026-07-16,6.0487,TWD,野村環球非投資等級債券基金-月配類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3259C,2026-07-16,12.9036,USD,野村環球非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3259D,2026-07-16,6.4334,USD,野村環球非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T3259E,2026-07-16,13.9591,CNY,野村環球非投資等級債券基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T3259F,2026-07-16,6.2855,CNY,野村環球非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3259S,2026-07-16,12.4104,TWD,野村環球非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3276A,2026-07-16,17.2095,TWD,野村動態配置多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T3276B,2026-07-16,12.9212,TWD,野村動態配置多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276C,2026-07-16,17.0427,USD,野村動態配置多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3276D,2026-07-16,12.3008,USD,野村動態配置多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,主動ETF-債
T3276E,2026-07-16,17.0629,CNY,野村動態配置多重資產基金-累積類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276F,2026-07-16,11.7298,CNY,野村動態配置多重資產基金-月配類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276G,2026-07-16,15.7098,AUD,野村動態配置多重資產基金-累積類型澳幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3276H,2026-07-16,11.4472,AUD,野村動態配置多重資產基金-月配類型澳幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3276K,2026-07-16,26.8739,ZAR,野村動態配置多重資產基金-累積類型南非幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276J,2026-07-16,13.3651,ZAR,野村動態配置多重資產基金-月配類型南非幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276S,2026-07-16,17.2078,TWD,野村動態配置多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3287A,2026-07-16,13.2663,TWD,野村美利堅非投資等級債券基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T3287B,2026-07-16,6.5978,TWD,野村美利堅非投資等級債券基金-月配類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3287D,2026-07-16,6.6806,USD,野村美利堅非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T3287F,2026-07-16,6.8356,CNY,野村美利堅非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3287S,2026-07-16,12.4473,TWD,野村美利堅非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3287C,2026-07-16,11.1894,USD,野村美利堅非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3287G,2026-07-16,11.4755,TWD,野村美利堅非投資等級債券基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3287H,2026-07-16,8.7762,TWD,野村美利堅非投資等級債券基金-月配N類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3293Y,2026-07-16,26.56,TWD,野村日本領先基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3293S,2026-07-16,15.55,TWD,野村日本領先基金-S類型,A0032,野村投信,被動ETF/共同基金
T3294Y,2026-07-16,11.6052,TWD,野村全球短期收益基金-新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3294C,2026-07-16,12.2541,USD,野村全球短期收益基金-美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3294E,2026-07-16,11.7577,CNY,野村全球短期收益基金-人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3294B,2026-07-16,9.5462,TWD,野村全球短期收益基金-月配類型新臺幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T3294D,2026-07-16,9.8178,USD,野村全球短期收益基金-月配類型美元計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,主動ETF-債
T3295A,2026-07-16,15.4661,TWD,野村多元收益多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T3295B,2026-07-16,6.8871,TWD,野村多元收益多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295C,2026-07-16,16.0735,USD,野村多元收益多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3295D,2026-07-16,7.1954,USD,野村多元收益多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,主動ETF-債
T3295E,2026-07-16,15.8019,CNY,野村多元收益多重資產基金-累積類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295F,2026-07-16,6.9262,CNY,野村多元收益多重資產基金-月配類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295S,2026-07-16,13.0997,TWD,野村多元收益多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3295G,2026-07-16,18.0312,TWD,野村多元收益多重資產基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295H,2026-07-16,10.8409,TWD,野村多元收益多重資產基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295J,2026-07-16,10.4618,USD,野村多元收益多重資產基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295K,2026-07-16,9.8746,CNY,野村多元收益多重資產基金-月配N類型人民幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295L,2026-07-16,12.071,USD,野村多元收益多重資產基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295M,2026-07-16,11.5105,TWD,野村多元收益多重資產基金-TISA類型新臺幣計價(本基金有相當比重投資於非投資等,A0032,野村投信,被動ETF/共同基金
T3217A,2026-07-16,24.96,TWD,野村亞太高股息基金累積型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T3217B,2026-07-16,16.08,TWD,野村亞太高股息基金季配型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配,A0032,野村投信,被動ETF/共同基金
T3217E,2026-07-16,10.79,CNY,野村亞太高股息基金-累積型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3217F,2026-07-16,10.76,CNY,野村亞太高股息基金-季配型人民幣計價(本基金之配息來源可能為本金且並無保證收益及,A0032,野村投信,被動ETF/共同基金
T3217S,2026-07-16,11.88,TWD,野村亞太高股息基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3237Y,2026-07-16,26.83,TWD,野村全球生技醫療基金,A0032,野村投信,被動ETF/共同基金
T32G8A,2026-07-16,10.9913,TWD,野村全球金融收益基金-累積類型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T32G8B,2026-07-16,7.2566,TWD,野村全球金融收益基金-月配類型新臺幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8S,2026-07-16,10.5778,TWD,野村全球金融收益基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8C,2026-07-16,11.5764,USD,野村全球金融收益基金-累積類型美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8D,2026-07-16,7.6347,USD,野村全球金融收益基金-月配類型美元計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,主動ETF-債
T32G8E,2026-07-16,11.2182,CNY,野村全球金融收益基金-累積類型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8F,2026-07-16,7.4915,CNY,野村全球金融收益基金-月配類型人民幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8G,2026-07-16,10.5233,TWD,野村全球金融收益基金-累積N類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8H,2026-07-16,7.123,TWD,野村全球金融收益基金-月配N類型新臺幣計價(本基金之配息來源可能為本金且並無保證,A0032,野村投信,被動ETF/共同基金
T32G8J,2026-07-16,7.4887,USD,野村全球金融收益基金-月配N類型美元計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8K,2026-07-16,7.3297,CNY,野村全球金融收益基金-月配N類型人民幣計價(本基金之配息來源可能為本金且並無保證,A0032,野村投信,被動ETF/共同基金
T32G8L,2026-07-16,10.0847,USD,野村全球金融收益基金-累積N類型美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8M,2026-07-16,9.7166,JPY,野村全球金融收益基金-月配類型日幣計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,被動ETF/共同基金
T32G8N,2026-07-16,9.7182,JPY,野村全球金融收益基金-月配N類型日幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32Q7A,2026-07-16,11.122,TWD,野村特別時機非投資等級債券基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T32Q7B,2026-07-16,7.4448,TWD,野村特別時機非投資等級債券基金-月配類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7C,2026-07-16,11.1152,TWD,野村特別時機非投資等級債券基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T32Q7D,2026-07-16,7.4431,TWD,野村特別時機非投資等級債券基金-月配N類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T32Q7E,2026-07-16,10.864,USD,野村特別時機非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T32Q7F,2026-07-16,7.2485,USD,野村特別時機非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7G,2026-07-16,10.8646,USD,野村特別時機非投資等級債券基金-累積N類型美元計價,A0032,野村投信,被動ETF/共同基金
T32Q7H,2026-07-16,7.2488,USD,野村特別時機非投資等級債券基金-月配N類型美元計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7J,2026-07-16,10.3137,CNY,野村特別時機非投資等級債券基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T32Q7K,2026-07-16,7.1068,CNY,野村特別時機非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7L,2026-07-16,7.1078,CNY,野村特別時機非投資等級債券基金-月配N類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7M,2026-07-16,7.2138,AUD,野村特別時機非投資等級債券基金-月配類型澳幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7N,2026-07-16,7.1938,AUD,野村特別時機非投資等級債券基金-月配N類型澳幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T32Q7S,2026-07-16,12.1343,TWD,野村特別時機非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T32S3A,2026-07-16,9.7,TWD,野村全球正向效應成長基金-累積類型新臺幣(本基金非屬環境、社會及治理相關主題基金,A0032,野村投信,主動ETF-股
T32S3B,2026-07-16,8.66,TWD,野村全球正向效應成長基金-季配類型新臺幣(本基金配息來源可能為本金且非屬環境、社,A0032,野村投信,被動ETF/共同基金
T32S3C,2026-07-16,9.7,TWD,野村全球正向效應成長基金-累積N類型新臺幣(本基金非屬環境、社會及治理相關主題基,A0032,野村投信,被動ETF/共同基金
T32S3D,2026-07-16,8.66,TWD,野村全球正向效應成長基金-季配N類型新臺幣(本基金配息來源可能為本金且非屬環境、,A0032,野村投信,主動ETF-債
T32S3E,2026-07-16,8.34,USD,野村全球正向效應成長基金-累積類型美元(本基金非屬環境、社會及治理相關主題基金),A0032,野村投信,被動ETF/共同基金
T32S3F,2026-07-16,7.34,USD,野村全球正向效應成長基金-季配類型美元(本基金配息來源可能為本金且非屬環境、社會,A0032,野村投信,被動ETF/共同基金
